num_page,Titre,SIREN,SIRET,Téléphone,Email,Qualifications, VEN, ANT,Maîtrise Qualité, SPV, EP, IRVE, CET, AC, CFMGTI, MGTI, CHE, CFLCPT, PAC, MIE, BR, LCPT,address,code_postal,ville,index_orig,effectif,capital,gerant
22,BORNES SERVICES,983604927,98360492700019,0684680923,Driss.zaoui01@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6 AVENUE DES MARGUERITES,77340,PONTAULT-COMBAULT,217,,"6 000,00 €",M Driss ZAOUI
22,CED L'ELEC,790629133,79062913300030,0625314707,cedlelec@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2175 ROUTE DE LUGOS,40460,SANGUINET,219,3 à 5 salariés,,
23,LOG CONNECT SERVICES,885217075,88521707500013,0631851944,contact@logconnectservices.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 BIS RUE ANDRE MAGINOT,55800,REVIGNY-SUR-ORNAIN,220,3 à 5 salariés,"1000,00 EURO",MME Melanie VIN
23,FCV CONSTRUCTION,853753739,85375373900012,0681127618,fcv.construction13@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40 CHEMIN DE PLUVENCE,13011,MARSEILLE 11,221,1 à 2 salariés,"1 000,00 €",M Franck DI MATTEO
23,MUZELL'EC,802448118,80244811800033,0675936494,arnaud.muzellec@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2 RUE DU GRAND PLAN IMMEUBLE LE JANDRI,38860,LES DEUX ALPES,222,1 à 2 salariés,"1,00 €",M Arnaud ROBERT
23,ADHELEC,951203553,95120355300015,0762124818,adhelec59@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35 rue de Roubaix,59200,TOURCOING,223,,"1000,00 EURO",M Farid KHOUANE
23,GURELEC,817578545,81757854500029,07 61 69 15 47,JULIEN@GURELEC.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 BIS ROUTE DE CHEVINAY,69210,SAINT-PIERRE-LA-PALUD,224,,"2 000,00 €",M Julien GURET
23,THIBAULT CROLET,979620267,97962026700018,0630037836,tc.electricite@outlook.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 RUE DES TULIPES RESIDENCE AL SOULA,66120,FONT-ROMEU-ODEILLO-VIA,227,,"2000,00 EURO",M Thibault CROLET
23,BRUZZ'ELEC,824689186,82468918600032,06 25 37 82 61,BRUZZELEC@HOTMAIL.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1 CHEZ RELIER,19220,DARAZAC,228,1 à 2 salariés,"4 000,00 €",M Yves BRUZZESE
24,OBJECTIF ELEC,527817159,52781715900025,0678431081,contact@objectif-elec.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,929 ROUTE DE COMBE DAVID lieu dit granger,42800,CHATEAUNEUF,230,0 salarié (unités ayant eu des salariés au cours de l'année de référence mais plus d'effectif au 31/12),"7 000,00 €",M Christian LE COQUEN
24,NALTET THIBAUT,794167866,79416786600027,0675767565,eurl.naltetelec@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22 RUE DE L'EGLISE,71390,SAINT-GERMAIN-LES-BUXY,231,,"3 000,00 €",M Thibaut NALTET
24,WATTHAPPENS,978712412,97871241200011,0651000251,cpt@watthappens.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48 RUE ALEXANDRE 1ER,54130,SAINT-MAX,232,,"10000,00 EURO",SG100
24,CLEARPOWER ENERGY,950772269,95077226900029,0778254561,yacine.bekkouche@infinity-advisory.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 CHEMIN DE GARRABOT,31770,COLOMIERS,233,,"1 000,00 €",MME Stephanie APPIAH
24,SBTPC SOGEA REUNION,310850342,31085034200026,+262692917870,cedric.rajany@vinci-construction.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 RUE JULES VERNE ZIC N°2,97420,LE PORT,235,500 à 999 salariés,"18 055 400,00 €",M Damien RIETSCH
24,F.R.H.,492676796,49267679600047,0622126125,contact@f-r-h.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 RUE DE CHARTRES,91400,ORSAY,236,3 à 5 salariés,"200 000,00 €",M Stephan DESTREMAUT
24,BATI SERVICES 28,790766810,79076681000036,0237153049,contact@bati-services28.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 RUE DES LIVRAINDIERES LES CHAMPS CORNEILLE,28100,DREUX,238,3 à 5 salariés,"8 000,00 €",M Jamal TOUHSI
25,AIRELEC PROVENCE,819546565,81954656500022,0669643457,airelec.provence@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450 ROUTE DU PETIT MOULIN,13290,AIX-EN-PROVENCE,240,6 à 9 salariés,"80000,00 EURO",M Christophe ROMANELLI
25,JACQUEMIN ELECTRICITE,953544442,95354444200015,0647931587,jacquemin.electricite13@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153 CHEMIN DU VALLON DE LA SERRE,13780,CUGES-LES-PINS,241,,"1 000,00 €",M Jean-Baptiste JACQUEMIN
25,MBS-SERVICES,983815150,98381515000013,06 98 68 68 45,MBS-SERVICES.S@OUTLOOK.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60 RUE ANTOINE DE SAINT-EXUPERY,01400,CHATILLON-SUR-CHALARONNE,242,,"1 000,00 €",M Stevy M'BOKANI
25,DOMO SAPIENS,489148593,48914859300010,06 50 00 83 36,CONTACT@DOMOSAPIENS.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1014 ROUTE DES REVOLETS,38150,VERNIOZ,243,1 à 2 salariés,"7 500,00 €",MME Lydie BAYOUD
25,PROJELEC,983371584,98337158400019,0652088076,info.projelec@gmail.com, SPV &&  IRVE,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,151 RUE DE L'UNION 14 COUR DUHTHOIT,59150,WATTRELOS,244,,"1 000,00 €",M Pasquale CAPODICI
25,RENOV ELEC MEYER,901854588,90185458800018,0679846692,nykomeyer@yahoo.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115 RUE DU GEN DE GAULLE,67560,ROSHEIM,245,,"1000,00 EURO",M Nicolas MEYER
25,R.M ELECTRICITE,948570288,94857028800019,07 70 41 66 13,CONTACT@RM-ELECTRICITE.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 AVENUE LOUIS AMOURIQ,13290,AIX-EN-PROVENCE,248,,"2 000,00 €",M Maksym RYBACHENKO
25,BEFELEC,480401512,48040151200037,02 99 57 70 25,BEFELEC.G@GMAIL.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6 RUE EMMANUEL PHILIPOT,35230,ORGERES,249,3 à 5 salariés,"7 600,00 €",M Guillaume FOUILLARD
26,INTENSITÉ,384033932,38403393200037,06 30 72 86 42,nicolas.intensite91@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1 CHE DE NOISY,91490,ONCY SUR ECOLE,250,3 à 5 salariés,"7 622,45 €",M Nicolas GRAUX
26,RENOV ELEC PRO,879920718,87992071800019,06 59 73 50 84,FERNANDESJD.ELECTRICITE@ORANGE.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44 RUE DU TAURION,87240,AMBAZAC,252,,"1000,00 EURO",M Joao GONCALVES FERNANDES
26,SPEED BORNE,982876211,98287621100011,0766895181,contact@speed-borne.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51 route d'Espagne,31100,TOULOUSE,253,,"1 000,00 €",M Karim HACHOUTI
26,SASU LAURENT ELECTRICITE DEPANNAGE,909046096,90904609600014,06788837612,led35111@outlook.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11 RUE DU TROCHET,35111,LA FRESNAIS,255,,"500,00 €",M Laurent PRADAL
26,JFL SERVICES,819267246,81926724600018,0789296427,julien.gourlin@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8 ROUTE DE LA VALLEE DE L'AUBE .,21520,GEVROLLES,257,,"6 000,00 €",M Julien GOURLIN
26,SERVE ENERGY,842352528,84235252800017,02 51 50 81 69,alain.besseau@serve-energy.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5 RUE DE LA POUSSE PENILLE,85240,FOUSSAIS-PAYRE,258,1 à 2 salariés,"5000,00 EURO",M Alain BESSEAU
26,BORNOPALE,983594540,98359454000012,0615685515,bornopale@gmail.com, LCPT &&  IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,416 route de cremarest,62142,BELLEBRUNE,259,,"1 500,00 €",M Yannick HANTUTE
27,VULKAIN,914929096,91492909600016,0787072367,vulkain.amenagement@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9 LES GRANDSEDES,13850,GREASQUE,260,,"5000,00 EURO",M Alexandre MINASSIAN
27,SYGMA ENERGIE,825402894,82540289400034,01 80 86 44 19,contact@sygma-energie.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2 RUE EDISON,91620,NOZAY,262,3 à 5 salariés,"50 000,00 €",M Farid BENDJELLOUL
27,ISC,898918636,89891863600025,0562130420,florent.delaygue@electrise.eu, IRVE &&  MGTI,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1166 AVENUE DU VOLVESTRE,31390,CARBONNE,264,,"2 000,00 €",M Rui DIAS MARTINS
27,LC ELEC,918547787,91854778700013,0660807322,lc.elec69@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 PIERRE ET MARIE CURIE,69720,SAINT-BONNET-DE-MURE,266,,"1500,00 EURO",OCLINA
27,JB ELEC,982429532,98242953200012,06 51 98 19 71,jb.electricite54@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2 CHEMIN DE BULLIGNY,54113,BLENOD-LES-TOUL,267,,"1000,00 EURO",M Jordan BOCKHORNI
27,TED,810704411,81070441100018,0381942189,leana.dietrich@groupe-v.net, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29 RUE DE PONTARLIER,25600,SOCHAUX,269,50 à 99 salariés,"100 000,00 €",GROUPE V
28,HB ELECTRICITE,951002260,95100226000010,0679710152,hbelectricite@groupe-hb.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 CITÉ LES ARCADES,34420,VILLENEUVE-LES-BEZIERS,271,,"3 000,00 €",M Alexandre BRESSON
28,CARDON,331614826,33161482600013,0607862231,jean-jacquescardon@orange.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LA MALCOURTIE,63500,AULHAT-FLAT,272,6 à 9 salariés,,
28,TECHNICOM,415402403,41540240300018,06 12 04 61 61,M.SIGOGNE@TECHNICOM-SA.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45 RUE DE LA MAURELLE,13013,MARSEILLE 13,273,3 à 5 salariés,"54882,00 EURO",M Marc SIGOGNE
28,SOGETREL,397767831,39776783100944,04 94 20 70 90,GAETAN.PASCIA@SOGETREL.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,641 CHEMIN DE BASSAQUET,83140,SIX-FOURS-LES-PLAGES,274,2000 à 4999 salariés,"17 400 000,00 €",HOUSTON
28,AMD - ELEC,827516527,82751652700013,0620937573,amd-elec@orange.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39 BIS ROUTE DE SOREL,28260,ANET,275,1 à 2 salariés,"5000,00 EURO",M David MIGUEL
28,FIR ENERGIES & SERVICES,952641132,95264113200016,0782814916,mechrifiras28@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 BOULEVARD GIRAUD,13014,MARSEILLE 14,276,,"500,00 €",M Firas MECHRI
28,META ENERGIES,983383696,98338369600017,07 69 80 40 65,feliziagilles@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,347 CHE DU REAL,83480,PUGET-SUR-ARGENS,278,,"1 000,00 €",M Gilles FELIZIA
28,DC LINK,982134165,98213416500017,0605231857,dderive@dclink.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 LOTISSEMENT PLEIN SOLEIL,13080,AIX-EN-PROVENCE,279,,"20 000,00 €",PEGASE
29,BAUER ET FILS,323983221,32398322100017,0389487042,audrey@bauer-energies.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24 RUE PRINCIPALE,68520,BURNHAUPT LE HAUT,280,10 à 19 salariés,"30 489,80 €",M Mickael BAUER
29,EDELEC,883087561,88308756100014,02 98 39 39 83,EDELEC@ORANGE.FR, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE D ATHENRY ZI DE LA VILLENEUVE BRAOUIC,29300,QUIMPERLE,281,6 à 9 salariés,"32 000,00 €",M Arnaud EDELIN
29,SAS HIRAILLES,834756900,83475690000025,06 28 46 48 42,sashirailles@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,625 RUE DE BONADONA,34470,PEROLS,282,3 à 5 salariés,"1 000,00 €",M Bryan HIRAILLES
29,ROY'ELEC,947942785,94794278500017,06 32 85 93 26,ROYELEC@OUTLOOK.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,355 CHEMIN DE BANARI,83170,LA CELLE,283,,"4 000,00 €",M Alexandre ROYER
29,TANGUY KONCEPT,948389150,94838915000012,0787020549,t.koncept56@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE DU GENERAL DE GAULLE,56140,PLEUCADEUC,284,,"1 000,00 €",M Lewis TANGUY
29,ETIP,527969265,52796926500018,09 81 11 01 11,CONTACT@ETIP.PRO, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20 RUE PIERRE NOBEL ZA VILLEMANDEUR,45700,VILLEMANDEUR,286,3 à 5 salariés,"6 000,00 €",M Jean-Luc QUEVRE
29,SOLENARIS,954047320,95404732000013,06 96 32 54 59,CONTACT@SOLENARIS.COM, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61 IMPASSE BWA LET QUARTIER RECULEE,97230,SAINTE-MARIE,287,,"5 000,00 €",M Bruno DORDONNE
29,A.M.I.E,899450100,89945010000016,0650514223,amie94290@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4 RUE DE L ABBAYE,94290,VILLENEUVE-LE-ROI,288,,"1000,00 EURO",NSN
29,KL FIBRE,877796433,87779643300010,0658647719,kl.fibre@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40 RUE DU PERRON,69600,OULLINS-PIERRE-BENITE,289,3 à 5 salariés,"1 000,00 €",M Brahim LEKAILI
30,PRODOMELEC,798003992,79800399200012,0605231857,contact@prodomelec.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1439 CHEMIN DE L'AERODROME,13130,BERRE L'ETANG,291,,"100 000,00 €",M David DERIVE
30,TRAVAUX TECHNIQUES DU BATIMENT ET ENERGIE,884342692,88434269200016,0623026058,mj@ttbe.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8 TER ROUTE DE BRASSY,58140,LORMES,292,3 à 5 salariés,"1 000,00 €",M Martin JERKOVIC
30,LES ARTISANS BORBASS,919187773,91918777300024,0627359304,lesartisans@borbass.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1 RUE DES TOURTERELLES LOT DOMAINE DU HAUT FLOIRAC,33270,FLOIRAC,294,,"1 000,00 €",M Matthieu RENAUD
30,SARL D'EXPLOITATION JOSSELIN,401604962,40160496200027,0296272515,exploitation.josselin@orange.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2 RUE DE LA PETITE VILLE DANNE PLOUBALAY,22650,BEAUSSAIS-SUR-MER,295,10 à 19 salariés,"11430,00 EURO",M Frederic JOSSELIN
30,SUNWORKERS,951171289,95117128900014,0666426321,sunworkers.enr@gmail.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LES REMISES,04200,CUREL,296,,"8000,00 EURO",M Jerome AMOROSINO
30,ARTISAN J.B. & L.M.,818060204,81806020400034,0272206413,valerie@artisan-jb-lm.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,237 RUE PAUL SALMON PARC D'ACTIVITES LES ARDILLAUX,44390,CASSON,297,6 à 9 salariés,"5 000,00 €",M Jerome BOURMAUD
30,UNITED BORNE,982058976,98205897600019,0641450585,contact@united-borne.com, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26 RUE DE LA CHAPELLE,49360,YZERNAY,298,,"1 000,00 €",M Alexandre CHAMPION
30,NGMS ELEC,981573678,98157367800019,0682875880,ngmselec@outlook.fr, IRVE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6 RUE DE LA GARE,01590,LAVANCIA-EPERCY,299,,"2 000,00 €",M Guillaume CHEVASSUS A L'ANTOINE
